UserName;RepositoryName;Login;Name;Type;TipoAjustado;IsDeveloper;IsReporter;DataPrimeiraInteracao;Colunas1
mojombo;grit;yuroyoro;Tomohito Ozaki;User;REPORTER;false;true;Wed Jul 20 05:36:34 BRT 2011;
mojombo;grit;lukefx;Luca Simone;User;REPORTER;false;true;Tue Jul 19 11:47:54 BRT 2011;
mojombo;grit;adammck;Adam Mckaig;User;REPORTER;false;true;Tue Jul 12 05:39:33 BRT 2011;
mojombo;grit;suguiura;Rafael S. Suguiura;User;REPORTER;false;true;Wed Jul 06 22:48:19 BRT 2011;
mojombo;grit;kevinsawicki;Kevin Sawicki;User;REPORTER;false;true;Fri Jul 01 13:59:53 BRT 2011;
mojombo;grit;microspino;Daniele Spinosa;User;REPORTER;false;true;Tue Jun 21 04:40:20 BRT 2011;
mojombo;grit;Ziaw;Alexander Zimin;User;REPORTER;false;true;Thu Jun 16 00:56:13 BRT 2011;
mojombo;grit;rhaamo;Marc Lagrange;User;REPORTER;false;true;Mon May 02 10:46:39 BRT 2011;
mojombo;grit;Moisan;Thierry Moisan;User;REPORTER;false;true;Fri Jun 10 13:21:35 BRT 2011;
mojombo;grit;franckverrot;Franck Verrot;User;REPORTER;false;true;Fri Jun 10 03:40:27 BRT 2011;
mojombo;grit;leejarvis;Lee Jarvis;User;REPORTER;false;true;Thu Jun 09 11:01:21 BRT 2011;
mojombo;grit;bobbywilson0;Bobby Wilson;User;REPORTER;false;true;Mon May 30 15:36:49 BRT 2011;
mojombo;grit;mojombo;Tom Preston-Werner;User;REPORTER;false;true;Tue May 31 21:06:37 BRT 2011;
mojombo;grit;masukomi;masukomi;User;REPORTER;false;true;Fri May 06 10:59:12 BRT 2011;
mojombo;grit;qichunren;Qichunren;User;REPORTER;false;true;Tue May 03 03:32:46 BRT 2011;
mojombo;grit;orefalo;Olivier Refalo;User;REPORTER;false;true;Wed Apr 13 16:10:45 BRT 2011;
mojombo;grit;koraktor;Sebastian Staudt;User;REPORTER;false;true;Sat Oct 30 08:28:36 BRST 2010;
mojombo;grit;jnisenson;Josh Nisenson;User;REPORTER;false;true;Sun Apr 10 00:46:21 BRT 2011;
mojombo;grit;dkowis;David Kowis;User;REPORTER;false;true;Tue Apr 05 18:36:43 BRT 2011;
mojombo;grit;guilleiguaran;Guillermo Iguaran;User;REPORTER;false;true;Tue Mar 22 19:55:45 BRT 2011;
mojombo;grit;nashby;Vasiliy Ermolovich;User;REPORTER;false;true;Sun Mar 20 15:12:27 BRT 2011;
mojombo;grit;pellucidity;Pellucidity;User;REPORTER;false;true;Fri Feb 25 05:16:19 BRT 2011;
mojombo;grit;kylef;Kyle Fuller;User;REPORTER;false;true;Thu Feb 10 00:10:48 BRST 2011;
mojombo;grit;wisq;Adrian Irving-Beer;User;REPORTER;false;true;Thu Jan 27 18:54:07 BRST 2011;
mojombo;grit;georgeguimaraes;George Guimarães;User;REPORTER;false;true;Wed Jan 26 16:40:02 BRST 2011;
mojombo;grit;hiroshi;Hiroshi Saito;User;REPORTER;false;true;Sun Jan 02 11:27:41 BRST 2011;
mojombo;grit;jondot;Dotan J. Nahum;User;REPORTER;false;true;Fri Dec 31 12:12:48 BRST 2010;
mojombo;grit;gildo;Gildo Fiorito;User;REPORTER;false;true;Sat Dec 18 16:06:30 BRST 2010;
mojombo;grit;rtomayko;Ryan Tomayko;User;REPORTER;false;true;Fri Dec 18 15:22:54 BRST 2009;
mojombo;grit;garysweaver;Gary S. Weaver;User;REPORTER;false;true;Fri Aug 14 12:32:12 BRT 2009;
mojombo;grit;cookbooks;Multiple vendor Chef cookbooks.;Organization;REPORTER;false;true;Tue Dec 07 06:47:11 BRST 2010;
mojombo;grit;schleyfox;Ben Hughes;User;REPORTER;false;true;Sun Nov 28 15:49:17 BRST 2010;
mojombo;grit;lambda;Brian Campbell;User;REPORTER;false;true;Mon Nov 15 14:36:25 BRST 2010;
mojombo;grit;martint;Martin Traverso;User;REPORTER;false;true;Sat Nov 06 04:16:12 BRST 2010;
mojombo;grit;hedgehog;Hedgehog;User;REPORTER;false;true;Thu Nov 04 04:38:41 BRST 2010;
mojombo;grit;pauldowman;Paul Dowman;User;REPORTER;false;true;Tue Oct 19 00:52:02 BRST 2010;
mojombo;grit;binki;Nathan Phillip Brink;User;REPORTER;false;true;Mon Oct 11 23:59:32 BRT 2010;
mojombo;grit;morgoth;Wojciech Wn?trzak;User;REPORTER;false;true;Mon Sep 13 06:34:48 BRT 2010;
mojombo;grit;mkfs;null;User;REPORTER;false;true;Sat Sep 04 20:13:22 BRT 2010;
mojombo;grit;lenary;Sam Elliott;User;REPORTER;false;true;Tue Aug 31 15:27:31 BRT 2010;
mojombo;grit;sjoonk;Sukjoon Kim;User;REPORTER;false;true;Tue Aug 31 02:26:01 BRT 2010;
mojombo;grit;mjalil;null;User;REPORTER;false;true;Wed Aug 25 10:19:35 BRT 2010;
mojombo;grit;itspriddle;Joshua Priddle;User;REPORTER;false;true;Thu Aug 19 15:01:04 BRT 2010;
mojombo;grit;cehoffman;Chris Hoffman;User;REPORTER;false;true;Sat Aug 14 04:59:00 BRT 2010;
mojombo;grit;GramGibson;Gram Gibson;User;REPORTER;false;true;Fri Aug 13 20:37:56 BRT 2010;
mojombo;grit;cldwalker;Gabriel Horner;User;REPORTER;false;true;Fri Jun 11 21:11:04 BRT 2010;
mojombo;grit;thinkerbot;Simon Chiang;User;REPORTER;false;true;Tue Apr 27 12:43:24 BRT 2010;
mojombo;grit;candlerb;Brian Candler;User;REPORTER;false;true;Mon Mar 22 09:14:07 BRT 2010;
mojombo;grit;sanders;Brandon CS Sanders;User;REPORTER;false;true;Sun Feb 14 15:59:54 BRST 2010;
mojombo;grit;unleashed;Alejandro Martinez;User;REPORTER;false;true;Fri Feb 12 09:53:02 BRST 2010;
mojombo;grit;krisleech;Kris Leech;User;REPORTER;false;true;Wed Feb 10 13:53:46 BRST 2010;
mojombo;grit;robertsosinski;Robert Sosinski;User;REPORTER;false;true;Tue Jan 05 16:35:07 BRST 2010;
mojombo;grit;smtlaissezfaire;Scott Taylor;User;REPORTER;false;true;Mon Dec 07 06:50:22 BRST 2009;
mojombo;grit;plukevdh;Luke van der Hoeven;User;REPORTER;false;true;Wed Oct 28 02:09:54 BRST 2009;
mojombo;grit;ghazel;Greg Hazel;User;REPORTER;false;true;Tue Jul 21 01:05:04 BRT 2009;
mojombo;grit;ConradIrwin;Conrad Irwin;User;REPORTER;false;true;Sun Jun 14 09:53:00 BRT 2009;
mojombo;grit;defunkt;Chris Wanstrath;User;REPORTER;false;true;Thu Apr 23 20:26:51 BRT 2009;
